ID	language	Analysis_Source	Name (extracted)	Citing Article	Cited Article	Features	Homepage	Note	Label	Details	modality	use
8675	Sindhi Corpus	citing_context	Sindhi language dataset	https://doi.org/10.26615/issn.2603-2821.2021_004 (2021)		The Sindhi language dataset is mentioned in various citation contexts but lacks detailed descriptions of its usage, methodology, or specific research applications. Therefore, there is insufficient evidence to provide a comprehensive account of how this dataset is actually used in research.	https://github.com/AliWazir/SiPOS-Dataset	not found	0	404		
8682	Sindhi Corpus	cited_context | citing_context	SiPOS	https://doi.org/10.1109/ACCESS.2025.3576853 (2025), https://doi.org/10.26615/issn.2603-2821.2021_004 (2021), https://doi.org/10.48550/arXiv.2408.15720 (2024), https://doi.org/10.1145/3457682.3457718 (2021)	https://www.semanticscholar.org/paper/ff9d2c6fa90e51c6795d7ed56bb5bdadcee82085 (2021)	The SiPOS dataset is primarily used for evaluating and developing part-of-speech (POS) tagging models in the Sindhi language. It serves as a benchmark for comparing the performance of various NLP models and tools, particularly in POS tagging and sequence labeling tasks. The dataset includes annotated data, which is utilized for training and evaluating these models. Additionally, it has been used for syntactic parsing and sentiment analysis of Sindhi tweets, employing supervised machine learning techniques. The dataset's annotated corpus enables researchers to improve and refine language processing models for the Sindhi language.; The SiPOS dataset is primarily used for part-of-speech (POS) tagging and named entity recognition (NER) experiments in the Sindhi language, following the suggested standard split. It provides a benchmark for evaluating the performance of POS tagging and NER models in a low-resource setting. The dataset includes annotated news corpora from Awami-Awaz and Kawish Sindhi newspapers, containing over 293K tokens, which supports research in Sindhi language processing. Additionally, it has been used to evaluate sequence classification models using a Conditional Random Field (CRF).	https://github.com/AliWazir/SiPOS-Dataset	not found	0	404	Written	Parsing and Tagging
10216	Tunisian Arabic Corpus	cited_context	LDC2022E01	https://doi.org/10.48550/arXiv.2205.01987 (2022)	https://doi.org/10.1109/SLT.2016.7846277 (2016)	The LDC2022E01 dataset is used for dialect adaptation, specifically to enhance model performance in recognizing Tunisian Arabic dialects. It provides Tunisian Arabic data that is crucial for improving the accuracy of speech recognition models tailored to local dialects. This dataset enables researchers to address the challenge of dialectal variation in speech processing, thereby enhancing the robustness and effectiveness of natural language processing systems for Tunisian Arabic.	https://catalog.ldc.upenn.edu/LDC2022E01	not found	0	404	Speech	Speech Recognition/Understanding
7528	Odia Corpus	citing_context	ODDB	https://www.semanticscholar.org/paper/0c10ef5c9c74ea81ae7bf012bf212c7b3b2379de (2016)		The ODDB dataset is primarily used for training and testing models focused on recognizing Odia language data, particularly in character recognition. It is employed to evaluate the performance and accuracy of character recognition algorithms and machine learning models, with a focus on feature extraction and classification accuracy for Odia handwritten characters.	https://researchportal.helsinki.fi/en/publications/oddb-an-interactive-database-for-clinical-and-translational-resea	not found	0	cannot find. 	Written	Character Recognition
9686	Swahili Corpus	cited_context	TshwaneDJe Kiswahili Internet Corpus	https://www.semanticscholar.org/paper/ead82aa52dd095cede73531344a382b2b867c79b (2010)		The TshwaneDJe Kiswahili Internet Corpus is used to train a Swahili language model, leveraging a twenty million word corpus to enhance language understanding and generation capabilities. This dataset enables researchers to develop more sophisticated models for processing and generating Swahili language content, focusing on improving the accuracy and fluency of language models in this specific linguistic context.		not found	0	"cited article is ""TshwaneDJe Kiswahili internet corpus. GM de Schryver, D Joffe, 2009"", but the paper's full text is not found."	Written	Language Modeling
8637	Setswana Corpus	citing_context	JW300 bible	https://doi.org/10.55492/dhasa.v3i03.3822 (2021)	https://doi.org/10.18653/v1/P19-1310 (2019)	The JW300 bible dataset is used to train word vectors for low-resource languages, leveraging its biblical-domain parallel corpus to enhance cross-lingual representation. This methodology specifically supports research in improving linguistic models for languages with limited resources, enabling better cross-lingual understanding and representation.	https://zeljkoagic.github.io/	not found	0	data no longer available	Written	Cross-lingual Representation
10219	Tunisian Arabic Corpus	cited_context	MSA database	https://www.semanticscholar.org/paper/1ddde28f257127f41a816722511a8dedf317d317 (2023)	https://www.semanticscholar.org/paper/995ec006ac98a697ea38bd4eea8c1f3170a8adb4 (2020)	The MSA database is used for morphological analysis and root identification in Tunisian Arabic language processing. Researchers employ the dataset to extract roots in Modern Standard Arabic, focusing on the linguistic structures and patterns specific to Tunisian Arabic. This enables detailed morphological studies and enhances language processing techniques.		not found	0	did not found	Written	Morphological Analysis
5641	Indonesian Corpus	cited_context | citing_context	Indo_MultiModal_LAION	https://doi.org/10.48550/arXiv.2212.09648 (2022)	https://www.semanticscholar.org/paper/b668ce936cff0b0ca8b635cd5f25a62eaf4eb3df (2021)	The Indo_MultiModal_LAION dataset is used for vision-language pretraining in Indonesian, containing 70M image-text pairs translated from LAION-400M. It focuses on enhancing multilingual capabilities and improving multimodal understanding in the Indonesian language. The dataset enables researchers to develop models with better performance in vision-language tasks, specifically tailored for Indonesian content.; The Indo_MultiModal_LAION dataset is used for vision-language pretraining in Indonesian, containing 70M image-text pairs translated from LAION-400M. It focuses on improving multimodal understanding and multilingual capabilities in vision-language models, particularly in the Indonesian language. The dataset is filtered by CLIP, enhancing its utility for large-scale, multilingual or cross-lingual research.		not found	0	no longer avaliable	Multimodal/Multimedia	Vision-Language Pretraining
5751	Indonesian Corpus	cited_context | citing_context	Multilingual Open Relations	https://doi.org/10.48550/arXiv.2212.09648 (2022)	https://doi.org/10.3115/v1/N15-1151 (2015)	The Multilingual Open Relations dataset is used for multilingual open relation extraction, providing a set of automatically extracted relations through cross-lingual annotation projection. It enables researchers to focus on extracting relations across multiple languages, enhancing the scope and applicability of relation extraction models in multilingual contexts.; The Multilingual Open Relations dataset is used for multilingual open relation extraction, providing automatically extracted relations through a cross-lingual annotation projection method. It enables researchers to explore and analyze relational data across multiple languages, facilitating the development and evaluation of multilingual relation extraction systems. The dataset's key feature is its cross-lingual capability, which supports the extraction of relations in various languages, enhancing the robustness and applicability of natural language processing models.	https://aclanthology.org/N15-1151.pdf	not found	0	no longer avaliable	Written	Relation Extraction
5753	Indonesian Corpus	cited_context | citing_context	multilingual paraphrase pairs dataset	https://doi.org/10.48550/arXiv.2205.04651 (2022)	https://www.semanticscholar.org/paper/fee52611a082ab136cfd03bd73b838a2e6db20c9 (2014)	The multilingual paraphrase pairs dataset is used to explore phrase-level paraphrases across multiple languages, examining the limitations and potential of such data for multilingual NLP tasks. Researchers employ this dataset to analyze how phrase-level data can enhance or constrain cross-lingual understanding and processing, focusing on the nuances and challenges in multilingual contexts. This dataset enables detailed investigations into the effectiveness of paraphrase detection and generation across languages, providing insights into the robustness and adaptability of NLP models in multilingual settings.; The multilingual paraphrase pairs dataset is used to explore phrase-level paraphrases across languages, examining the limitations and potential of phrase-based multilingual data in natural language processing tasks. Researchers employ this dataset to analyze cross-lingual phrase equivalences, enhancing understanding of multilingual NLP models and their performance on paraphrase detection and generation.	https://callison-burch.github.io/publications/ppdb-multilingual.pdf	not found	0	not avaliable	Written	Paraphrase Detection and Generation
